species	genus	family	order	class	phylum	superkingdom	LIB-B-pool1_barcode52	LIB-B-pool1_barcode78	LIB-B-pool1_barcode39	LIB-B-pool1_barcode71	LIB-B-pool1_barcode61	LIB-B-pool1_barcode51	LIB-B-pool1_barcode77	LIB-B-pool1_barcode49	LIB-B-pool1_barcode63	LIB-B-pool1_barcode92	LIB-B-pool1_barcode34	LIB-B-pool2_barcode14	LIB-B-pool1_barcode02	LIB-B-pool1_barcode83	LIB-B-pool1_barcode26	LIB-B-pool1_barcode23	LIB-B-pool2_barcode18	LIB-B-pool2_barcode12	LIB-B-pool1_barcode91	LIB-B-pool2_barcode05	LIB-B-pool1_barcode60	LIB-B-pool1_barcode50	LIB-B-pool1_barcode28	LIB-B-pool1_barcode73	LIB-B-pool1_barcode25	LIB-B-pool2_barcode13	LIB-B-pool2_barcode19	LIB-B-pool1_barcode90	LIB-B-pool1_barcode62	LIB-B-pool2_barcode10	LIB-B-pool1_barcode10	LIB-B-pool2_barcode09	LIB-B-pool2_barcode08	LIB-B-pool2_barcode25	LIB-B-pool2_barcode22	LIB-B-pool1_barcode46	LIB-B-pool1_barcode59	LIB-B-pool1_barcode37	LIB-B-pool2_barcode07	LIB-B-pool1_barcode33	LIB-B-pool2_barcode27	LIB-B-pool2_barcode04	LIB-B-pool1_barcode08	LIB-B-pool1_barcode70	LIB-B-pool1_barcode24	LIB-B-pool2_barcode06	LIB-B-pool2_barcode02	LIB-B-pool1_barcode66	LIB-B-pool1_barcode06	LIB-B-pool1_barcode09	LIB-B-pool1_barcode74	LIB-B-pool1_barcode89	LIB-B-pool1_barcode81	LIB-B-pool1_barcode38	LIB-B-pool1_barcode65	LIB-B-pool1_barcode17	LIB-B-pool1_barcode18	LIB-B-pool1_barcode13	LIB-B-pool1_barcode88	LIB-B-pool1_barcode20	LIB-B-pool1_barcode45	LIB-B-pool2_barcode15	LIB-B-pool1_barcode21	LIB-B-pool1_barcode75	LIB-B-pool1_barcode40	LIB-B-pool1_barcode55	LIB-B-pool1_barcode30	LIB-B-pool1_barcode03	LIB-B-pool1_barcode82	LIB-B-pool1_barcode67	LIB-B-pool1_barcode22	LIB-B-pool1_barcode53	LIB-B-pool1_barcode54	LIB-B-pool1_barcode11	LIB-B-pool1_barcode86	LIB-B-pool1_barcode32	LIB-B-pool1_barcode42	LIB-B-pool1_barcode14	LIB-B-pool1_barcode64	LIB-B-pool1_barcode12	LIB-B-pool1_barcode35	LIB-B-pool2_barcode23	LIB-B-pool2_barcode24	LIB-B-pool2_barcode01	LIB-B-pool1_barcode44	LIB-B-pool1_barcode31	LIB-B-pool1_barcode36	LIB-B-pool1_barcode04	LIB-B-pool1_barcode58	LIB-B-pool1_barcode05	LIB-B-pool1_barcode27	LIB-B-pool1_barcode07	LIB-B-pool1_barcode47	LIB-B-pool2_barcode16	LIB-B-pool1_barcode01	LIB-B-pool2_barcode11	LIB-B-pool1_barcode56	LIB-B-pool1_barcode87	LIB-B-pool1_barcode85	LIB-B-pool1_barcode57	LIB-B-pool1_barcode69	LIB-B-pool1_barcode84	LIB-B-pool1_barcode80	LIB-B-pool1_barcode68	LIB-B-pool1_barcode76	LIB-B-pool1_barcode79	LIB-B-pool2_barcode20	LIB-B-pool1_barcode15	LIB-B-pool1_barcode43	LIB-B-pool1_barcode19	LIB-B-pool1_barcode48	LIB-B-pool1_barcode29	LIB-B-pool2_barcode03	LIB-B-pool2_barcode21	LIB-B-pool1_barcode41	LIB-B-pool2_barcode17	LIB-B-pool1_barcode72
Caldibacillus thermoamylovorans	Caldibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																		0.0322907253058734																																																									0.0551876379690949																										
Candidatus Accumulibacter phosphatis	Candidatus Accumulibacter			Betaproteobacteria	Proteobacteria	Bacteria																										0.0085744004798453																																																																																											
Candidatus Competibacter phosphatis	Candidatus Competibacter	Candidatus Competibacteraceae		Gammaproteobacteria	Proteobacteria	Bacteria																										0.0012814192947131																																																																																											
Candidatus Mycoplasma haemolamae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	0.0712888091957495	0.2611558156547183	0.0068525909104414	0.0095444133367269	0.0864449583855911	0.1887180248782288	0.3205800678802838	0.0804597701149425	0.0940511472682993	0.0200218220342199	0.0055584505795608	0.086573354069466	0.1362229002226186	0.1295289855072463	0.0578771416631842		0.1569459323408065	0.1116584686605581		0.1460738565940041	0.0342505663002155	0.1154493183311782	0.0935130581236826	0.1530870618082885	0.0326499620349278	0.0209542373634887	0.0090707964601769	0.0110358665663408	0.1631481177690013	0.4838421121656151		0.0575193989407562	0.0050761421319796	0.0085037331978065		0.0308136735676456	0.0031025272241627	0.0009679792465249	0.0039541716071314	0.001651477154566			0.6	0.1477572559366754	0.1653739330867129	0.1047983188833115	0.0390279938463549	0.0035184719778838	1.0	0.0049034175641428	0.0722635494155154	0.0031785186657679	0.2264516402328284	0.0031284797371328	0.0166007908275403	0.0943396226415094	0.7766990291262136	0.0337715036854774	0.0008256648599699	0.7518796992481203	0.0047866063459793	0.0084151472650771		0.0342031633643579	0.1236249466003083	0.0034591358023783	0.0099009900990099	0.1927960851845305	0.1970356607678361	0.0427347646546047	0.4147465437842473	0.0196374622356495		0.0070422535211269	0.0720369919688488	0.1222067039106145	0.0833418499497593	0.0003659748000209	0.164257555847569	0.019706037598103	0.025982841652136		0.0026992344794017	0.0858159181858603	0.1210132668100873	0.0848982785628509		0.3607305936073059	0.0514657980456026	0.2559024059337804	0.1357615894039735	0.1383647798742147	0.0140663826766063	0.2345505617977528	0.5555579751645563	0.1672555948174322	0.0362872421695951	0.1107669005110911	0.1769305511954481	0.1432858214553638	0.18125	0.0468262103268666	0.0593720857942182	0.037294413575398	0.0244583467066145	0.2624228023072255	0.0085470085470085		0.08984375	0.081081081081081	0.1490312965722801	0.0289855072525369	0.138801261829653		0.1278784909358157	0.1036866359447004	0.2597252244457486
Candidatus Nitrotoga arctica	Candidatus Nitrotoga	Gallionellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria																										0.0071249329529657																0.0334471004177205				0.0406346923447666																																																																							
Candidatus Roseomonas massiliae	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria												0.0062504240803671																																		0.007718560380489																																																																							
Capnocytophaga sp. oral taxon 329	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																				0.0019258545979778																																																																																	
Cellulomonas sp. ES3-55	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																										0.019090909090909																																																																											
Cellulosimicrobium sp. 0707K4-3	Cellulosimicrobium	Promicromonosporaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0293296089385474																																									
Chelatococcus asaccharovorans	Chelatococcus	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.008836314766196																				0.0438871473354232																																																																							
Chloroflexi bacterium Ellin7237					Chloroflexi	Bacteria																																		0.0022943564717821																																																																																			
Chloroidium saccharophilum	Chloroidium			Trebouxiophyceae	Chlorophyta	Eukaryota																																					0.0011095130470515																																																																																
Chryseobacterium piscium	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																																																																	0.0294117647058823																				
Chryseobacterium sp. FRGDSA 4034/97	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																			0.0843346626781584																														0.0211161387631975																																				
Chryseobacterium sp. L7-15	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																							0.0022890823333023								0.0193912054488157																																																																						
Chryseobacterium sp. PBI 116	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																																															0.0170827858081471																																						
Chryseobacterium sp. T115F.09.B.CHS.MI.SRW.W.Kidney.D	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																			0.0102455711156779																																																																		
Chryseobacterium sp. TP-Snow-C25	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																											0.031858407079646																																																																																										
Chryseobacterium sp. UOF CR2995	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																						0.0126461465044142																																																															
Clavibacter michiganensis	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																0.0026807405545782																																																																					
Clostridiales bacterium CIEAF 021			Eubacteriales	Clostridia	Firmicutes	Bacteria																																																								0.0471698113207547																																																													
Clostridium frigidicarnis	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																						0.0001935958493049																																																																															
Clostridium perfringens	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																											0.0001864404522512																			0.0030323626287447																																							
Clostridium sp. BMD1	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																											0.000239709152628																																																										
Clostridium sp. Culture Jar-13	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																											0.0001343811722338																																																										
Clostridium sp. ID4	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																0.0533588750125513		0.0019285864416524																														0.0017312546822439											0.002145353260184																																																										
Clostridium sp. strain S6	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																					0.0122615803814713																																																																																																
Comamonas testosteroni	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																		0.0008868975816257					0.0035239955856364																																																																														
Corynebacterium accolens	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																							0.0522325189553496	0.0309482545184451																																																																																				0.0076273875801942									
Corynebacterium appendicis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria									0.0303030303030303												0.0432937890134315																		0.0011172450052576																					0.0451127819548872																																																									
Corynebacterium aurimucosum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria					0.0039340629574704												0.0027481735358358																																																										0.017522511131323					0.0061731136474663						0.0328638497652582										0.0227650894321119																					
Corynebacterium bouchesdurhonense	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																					0.000513663447709																																																																																
Corynebacterium coyleae	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0163960068797582																																					0.0098580441664641				
Corynebacterium fastidiosum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																												0.0176738172390828									
Corynebacterium genitalium	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																	0.0209439215247347																																																																																																				
Corynebacterium glaucum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																						0.0010970431460607																																																																															
Corynebacterium glucuronolyticum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																												0.1353383458646616																																		0.0032957609378706																							
Corynebacterium jeikeium	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria					0.0030283266675366	0.0198607704763079									0.0071256528961589												0.0275439547474284																															0.0843601222187981																0.2067556063357059			0.0574370610914759									0.0215179968701095																								0.0489864864864864							
